,url,title,description,cat1,cat2,cat3
365,https://www.coeur-ostrevent-tourisme.fr/evenements/fete-des-argales-a-rieulay/,Fête des Argales à Rieulay,"Les fête des Argales est un événement annuel organisé par la commune de Rieulay en collaboration avec des associations rieulaysiennes. Cette journée festive sera ponctuée par de nombreuses animations, des concerts, des expositions et un marché de l'artisanat. Tout au long de la journée, des animations et jeux seront proposés : balade nautique, jeux gonflables pour les enfants, pêche à la truite, jeux en bois, jeu de piste familial ainsi qu'une exposition de peinture et photos à la salle polyvalente de l'école ""Le colombier"". Des animations pour tous les âges, et pour tous les goûts de 11h30 à 18hFête en partenariat avec le Comité des Anciens, Le jardin des Près d'Escarpes, L'office municipal des Sports, La pétanque Rieulaysienne, APE Le colombier, le club nautique, La gaule rieulaysienne, le Foyer rural, les Vieux Carbus, Chasse Rieulay, ASRA, Agility chien, Les ch'tis bouts et l'office de tourisme de coeur d'ostrevent",Fête,Concert,Exposition
183,https://www.coeur-ostrevent-tourisme.fr/evenements/aniche-fete-les-anciennes-et-belles-mecaniques/,Aniche fête les anciennes et belles mécaniques,"Entre expositions de véhicules anciens et de prestige, autos, deux roues, vélos, camions, tracteurs, caravanes et de nombreuses animations, ce week-end mettra donc à l'honneur l'automobile !Découvrez l'affiche en cliquant sur Télécharger le fichier pdf",Exposition,Histoire,
367,https://www.coeur-ostrevent-tourisme.fr/evenements/quartiers-dete-ecaillon-9-septembre-2023/,Quartiers d'été,"Cette année encore, Écaillon vous accueille en plein cœur du quartier de Vuillemin pour la 6ème édition de ses olympiades. En famille ou entre amis ; la compétition est ouverte à tous. Au programme : tire à la corde, courses en sac, chasse-ballon, courses avec des œufs, ... Sans oublier le célèbre mur des Champions. Et pour les plus téméraires, inscrivez-vous aux jeux intervillages. Par équipe de 4, montrez qui sont les plus forts !",Sport,Famille,Détente
184,https://www.coeur-ostrevent-tourisme.fr/evenements/atelier-de-developpement-personnel-serenity-body-bien-dans-mon-corps-septembre-2023/,"Atelier de développement personnel : ""Serenity Body","Pauline d'UP & Go, coach en développement personnel et bien-être vous accompagnera durant un atelier/coaching de 3h centré sur votre équilibre émotionnel, physique et environnemental. Grâce à son expérience personnelle et ses compétences d’Ingénieure Pédagogique, elle vous guidera tout en douceur à travers cet atelier collectif.""Le but est de bâtir avec le potentiel du collectif.Partager ensemble nos réflexions, nos expériences et vous donner des clés qui pourraient changer vos vies et retrouver un équilibre au quotidien.""",Atelier,Détente,
369,https://www.coeur-ostrevent-tourisme.fr/evenements/atelier-cuisine-taratartare-09-septembre-2023/,Atelier cuisine : TaraTartare,"Composé de légumes, de viande, de poisson et parfois même de fruits finement coupés et aromatisés, le tartare se décline à l’infini selon les saisons et les envies. Si vous êtes un.e adepte de ce plat aux saveurs fines et délicates et que vous adorez recevoir des amis à la maison vous serez forcément séduit.e par ce cours culinaire. Animé par Sofian, le talentueux chef du restaurant l’Auberge des Maraîchons à Ecaillon, il vous accompagnera dans l’élaboration d’un menu complet sur le thème du tartare. En compagnie de vos acolytes du jour, vous dégusterez vos mets frais et goûtus en bouche. Et notre petit doigt nous dit que vous allez vous en lécher les babines.",Atelier,Gastronomie,
185,https://www.coeur-ostrevent-tourisme.fr/evenements/rallye-promenade/,Rallye promenade,"Au départ du local Jean-Marie Leblanc, vous partirez à la découverte de l'histoire de la commune à travers des énigmes, des jeux et des défis. Ouvert à tous, que vous soyez de Fenain ou d'ailleurs, vous serez les bienvenus ! Ambiance conviviale, humour et bonne humeur seront assurés lors de cette balade. Vous trouverez l'affiche de l'événement en cliquant sur télécharger le fichier pdf",Balade,Jeu,
371,https://www.coeur-ostrevent-tourisme.fr/evenements/escarpade-au-fil-de-leau-septembre-2023/,ESCARPade au fil de l'eau,"Anne Versailles vous invite à redécouvrir le canal et ses rivages au travers d'une balade alliant apéro soft et ambiance sonore.Portez un regard neuf sur les paysages qui vous entourent, en vous promenant au fil de l'eau, ou confortablement installé sur un transat.",Balade,Gastronomie,Environnement
186,https://www.coeur-ostrevent-tourisme.fr/evenements/journees-du-patrimoine-fenain/,Journées du Patrimoine,"À l'occasion des journées européennes du patrimoine, venez découvrir une exposition autour de trois maquettes de Fenain aux 16ème et 17ème siècles. Trois maquettes créées par deux artistes fenainois (Eddie et Valentine Morelle): le château au 16ème siècle, le Vieux Fenain au 17ème siècle et le moulin à vent. Le tout sera complété par un documentaire sur la réalisation de ces maquettes et des posters sur l'histoire de Fenain (réalisés par Roland Parsy).Découvrez l'affiche de l'événement en cliquant sur :"" Télécharger le fichier pdf""",Exposition,Histoire,
373,https://www.coeur-ostrevent-tourisme.fr/evenements/journees-du-patrimoine-auberchicourt/,Journées du Patrimoine,"En effet, ce camp d'internement a été construit de 1945 à 1948 près de la fosse Vuillemin à Masny pour y loger des prisonniers allemands. Nous avons piqué votre curiosité alors pour en savoir plus la Mairie d'Auberchicourt vous donne rendez-vous le samedi 16 septembre à 17h pour la conférence de Guy Tonarelli (membre du Cercle Historique du Val de Scarpe) qui vous expliquera le fonctionnement du camp en détail, la fonction de chaque baraquement et la vie des prisonniers durant cette période.Entrée libre et gratuite / Durée 1h00",Visite,Histoire,
187,https://www.coeur-ostrevent-tourisme.fr/evenements/journees-du-patrimoine-musee-dhistoire-locale-marchiennes/,Journées du Patrimoine,"Pour cette occasion, des visites libres vous seront proposées durant tout le week-end pour en apprendre d'avantage sur l'histoire de la commune de Marchiennes. Venez également découvrir l'exposition qui portera sur: ""Les rues de Marchiennes et leur histoire"". Alors à tous les curieux, rendez-vous à la salle Moïse Dufour (à deux pas du musée).",Visite,Histoire,
375,https://www.coeur-ostrevent-tourisme.fr/evenements/journees-du-patrimoine-centre-de-memoire-de-la-verrerie-den-haut-2/,Journées du Patrimoine,Au programme : Le samedi 16 septembre 2023 de 13h30 à 18h avec visite guidée à 14h30 (durée 2h30)Le dimanche 17 septembre 2023 de 09h à 12h30 et de 13h30 à 18h avec des visites guidées à 10h et 14h30 (durée 2h30),Visite,,
188,https://www.coeur-ostrevent-tourisme.fr/evenements/atelier-bien-etre-trouver-son-equilibre-au-quotidien-septembre-2023/,Atelier bien-être : Trouver son équilibre au quotidien,"Pauline d'UP & Go, coach en développement personnel et bien-être vous accompagnera durant un atelier/coaching de 3h centré sur votre équilibre émotionnel, physique et environnemental. Grâce à son expérience personnelle et ses compétences d’Ingénieure Pédagogique, elle vous guidera tout en douceur à travers cet atelier collectif.""Le but est de bâtir avec le potentiel du collectif.Partager ensemble nos réflexions, nos expériences et vous donner des clés qui pourraient changer vos vies et retrouver un équilibre au quotidien.""",Atelier,Détente,
377,https://www.coeur-ostrevent-tourisme.fr/evenements/journees-du-patrimoine-centre-historique-minier-de-lewarde/,Journées du Patrimoine,"Informations supplémentaires : - Le dimanche 17 septembre 2023:- Accès libre et gratuit du site et des expositions - Visite guidée: Plongez au cœur de la mine (Les galeries) : 6,70 €",Visite,Histoire,Culture
189,https://www.coeur-ostrevent-tourisme.fr/evenements/beaurepaire-en-fete-2/,Beaurepaire en fête,"2 éditions en 1. Au programme : marché médiéval et artisanal présence des Géants Somainois, d'un facteur de Géant, de Maître Jehan, d'un alchimiste, camps 15ème siècle, conte pour petits et grands travaille sur le bois. Brûlage du paysan à 18h15 le dimanche soir Evènement organisé par le Comité de Jean le Messager avec le soutien de la municipalité. Pour découvrir l'affiche, cliquez sur Télécharger le fichier pdf",Marché,Spectacle,Culture
379,https://www.coeur-ostrevent-tourisme.fr/evenements/fanfreluche-et-la-foret-desenchantee-emerchicourt-septembre-2023/,Fanfreluche et la forêt désenchantée,"Pas facile d’être une apprentie sorcière, entre les formules et les potions magiques à connaître par cœur. Sans oublier la sagesse dont doit faire preuve tout bon magicien. Tout cela est bien difficile pour notre amie Fanfreluche. Vous la rencontrerez dans son école de Sorciers, où Merlin l’Enchanteur enseigne aux petits spectateurs la magie. Mais notre héroïne va apprendre que les formules magiques doivent être très précises : une pincée de poudre d’escampette en trop, et voici Fanfreluche transportée dans la Forêt désenchantée.Un étrange lieu où les couleurs ont disparu. Pour repartir chez elle, notre apprentie sorcière devra utiliser toute sa ruse et son humour tout en faisant appel au public.",Spectacle,Famille,
190,https://www.coeur-ostrevent-tourisme.fr/evenements/fete-de-la-courge-et-de-la-sorcellerie-2/,Fête de la courge et de la sorcellerie,"C'est un incontournable maintenant !Le temps d'un instant, la charmante cité monastique de Marchiennes se transforme en un véritable village ensorcelé peuplé de courges et de créatures étranges. De nombreux exposants ainsi que diverses troupes de spectacle autour de la magie, des danses, des contes, des animaux, des combats ou encore du feu seront présents pour cette journée riche. Sans oublier, le célèbre bucher à partir de 20h00.",Fête,Spectacle,
381,https://www.coeur-ostrevent-tourisme.fr/evenements/3eme-fete-de-la-grenouille-des-champs/,3ème Fête de la grenouille des champs,"Pourquoi la fête de la grenouille des Champs à Vred ?Découverte dans le Douaisis à la fin des années 90, la grenouille des champs occupe paisiblement la tourbière de Vred, réserve naturelle régionale exceptionnelle. En dehors de quelques autres ""spots"", en Alsace notamment, on ne la trouve nulle part ailleurs en France ! C'est donc une réelle chance de la croiser sur notre territoire. Au programme de cette journée: jeux, animations, expos, circuits, théâtre, marché et petite restauration sur place.",Fête,Environnement,
191,https://www.coeur-ostrevent-tourisme.fr/evenements/dogtrail-de-la-chataigne/,Dogtrail de la châtaigne,"L' association Balade canine de Lewarde organise son 1er Dogtrail de la fête de la châtaigne le samedi 7 octobre 2023 de 13h30 à 17h30 au bois de Lewarde.Deux parcours seront au rendez-vous: - Un parcours d’orientation de 5 km- Un parcours d’obstacles et d’orientation de 8 km. Vous pouvez faire le parcours comme bon vous semble en marchant , en courant ou dansant.Pas de chrono, pas de classement. Deux tirages au sort seront effectués pour chaque parcours. Un offrant 30€ pour une séance de reiki avec le souffle d’uranie et un autre pour 3 cours d’éducation canine avec G’éducanine Lewarde. Participation possibles sans chien également .Des professionnels animaliers seront présents lors de l’événement.Lors de chaque inscription 1€ sera reversé à l’association molosses ultime chances",Sport,,
383,https://www.coeur-ostrevent-tourisme.fr/evenements/atelier-cosmetique-tu-as-une-belle-peau-tu-sais-13-octobre-2023/,Atelier cosmétique : tu as une belle peau tu sais,"Chaque saison offre son lot de merveilles et d’inconvénients, vous le savez. En automne, par exemple, la peau subit pas mal de dommages et de transformations suite aux expositions au soleil notamment. Peau tiraillée, acné, rougeurs… l’essentiel est de trouver la routine qui vous convient et les bons produits en fonction de vos préoccupations du moment. Et donc pour affronter l’hiver en toute sérénité, on vous propose de réaliser deux baumes hydratants. L’un multi-usage pouvant s’appliquer sur tout le corps et l’autre ciblé pour les lèvres. À vous la bouche glamour de Marilyn Monroe ! Durant un atelier de deux heures, Charlotte une passionnée et spécialiste de produits naturels, vous apprendra toutes les vertus de certains ingrédients pour ensuite passer à l’action et fabriquer vos soins chouchous.",Atelier,Détente,
192,https://www.coeur-ostrevent-tourisme.fr/evenements/une-radio-a-la-biblio-warlaing-15-octobre-2023/,Une radio à la biblio,"Un manga incroyable ? Un polar haletant ? Un roman émouvant ? Peu importe votre livre de chevet du moment, venez parler de vos lectures préférées aux micros de Supercambrousse.En plus, il y aura du thé, du café, et des petits gâteaux !",Culture,Fête,
385,https://www.coeur-ostrevent-tourisme.fr/evenements/tout-le-monde-a-la-droit-de-parler-dans-mon-micro-warlaing-octobre-2023/,Tout le monde à la droit de parler dans mon micro,"Supercambrousse est un projet de territoire qui invite les habitants à construire leur propre Webradio éphémère. Pendant une semaine, du 15 au 21 octobre 2023, une équipe artistique s’installe à Warlaing pour créer avec vous des podcasts et remplir la grille des programmes de la radio collective. Ici, on parle avant tout de sa ville, de ce qu’on aime y faire (ou pas), de ce qu’on pourrait améliorer… On en profite aussi pour rencontrer des élus, des voisins et des visages qu’on ne connaît pas !",Culture,Fête,
